We do not believe that we should c her ry - p ick ||| Wir glau ben nicht , daß wir nur R os in en heraus p ick en sollten
R es pon se to Second Report of Committee of Ind epend ent E x per ts ||| Z weiter Bericht des Ausschusses unabhäng iger Sach verständ iger
The next item is the report (A5- 000 1 /2 000 ) by Mr van H ult en, on behalf of the Committee on B udget ary Con t rol , on action to be taken on the second report of the Committee of Ind epend ent E x per ts on reform of the Commission ||| Nach der Tagesordnung fol gt der Bericht (A5- 00 0 1 / 200 0 ) von Herrn v an H ul ten im Namen des Ausschusses für Haushalts kontrolle über die aufgrund des zw eiten Berichts des Ausschusses der Un abhäng igen Sach verständ igen über die Reform der Kommission zu erg reifen den Maßnahmen
Mr President, this time last year the European Parliament set up a committee of independent exper ts ch a ire d by Mr M id d el ho e k to inves tig ate al leg ations of fraud , ne p o tis m and cor ru p tion in the European Commission ||| Herr Präsident, vor zie m lich genau einem Jahr r ichte te das Europäische Parlament zur Unter such ung von An sch ul dig ungen von Bet ru g , V ett ern wirtschaft und K or ru p tion in der Europäischen Kommission einen Ausschuß unabhäng iger Sach verständ iger unter dem Vorsitz von Herrn M id d el ho ek ein
On 15 Mar ch the committee p ub lish ed its first report conclud ing that : " I t is bec om ing difficult to find any one who has even the s light est sense of responsibility " ||| Am 15 . M är z leg te der Ausschuß seinen ersten Bericht vor, der zu dem Schluß k am : " E s wird schwier ig , irgend ein e Person zu find en, die sich auch nur im ger ing sten ver antwort lich f ü hl t. "
With in a few h our s of the present ation of the report President S an ter ann oun ced the res ign ation of his entire te am ||| N ur wen ige St unden nach Er schein en des Berichts ver k ü nde te Präsident S a nter den Rück t ritt der gesamten Kommission
The res ign ation mark ed the end of a b it ter st ru gg le between an increasing ly confid ent Parliament and a European Commission m ire d in al leg ations of sc and al ||| Damit wurde das Ende eines er b it ter ten K am pf es zwischen einem immer selbst be w uß t eren Parlament und einer in S k and ale verst ri ck ten Kommission bes ie ge lt
S ince then the Brus sels l and s c a pe has chang ed be y ond recogn ition ; a new , re in v ig or ated Parliament has been elect ed and a new Commission confirm ed in offic e ||| S eit da mals hat sich die B rü ssel er Land schaft bis zur Un ken nt lichkeit ver änder t ; ein neu es, wieder erst arkt es Parlament wurde ge wä h lt und eine neue Kommission im Am t best ätig t
S pe aking in this House on 2 1 J u ly President - d es ign ate Prodi undert o ok to take full account of the second report of the Committee of Ind epend ent E x per ts on Commission reform , which contain s 9 0 detail ed recommend ations and which we are deb ating today ||| In seiner Rede am 2 1 . J ul i vor diesem H oh en Haus e sicher te der des ig n ierte Präsident Prodi zu , den zw eiten Bericht des Ausschusses unabhäng iger Sach verständ iger zur Reform der Kommission, in dem 9 0 p rä z is e Empfeh lungen ent halten sind und um den es in der heu tigen Debatte geh t, in voll em Um fang zu berücks ichtigen
The new Commission has already taken important step s to move away from the way it used to function ||| Die neue Kommission hat bereits wichtige Sch ritte unter n omm en, um sich von ihrer ein st igen Funktion s weise zu l ö sen
A cod e of con du ct for Commission ers and their priv ate offic es has been adopted ||| Es wurde ein Ver halten s ko de x für Kommissionsmitglie der und deren Bür os verab schied et
In a sy mb olic but significant g est ure Commission ers have vol un t arily r en oun ced their en tit lement to the tax -f ree pur ch ase of al c o h ol , to b ac c o, p et rol and consum er goods ||| In einer s y m b ol isch en, jedoch bedeu ten den Ge ste haben die Mitglieder der Kommission ihren frei w ill igen Ver z icht auf ihren A nsp ruch auf den ste uer f rei en Ein k auf von Al k oh ol , T ab ak , B enz in und Kon s um g ü t ern bekannt ge geben
N e w rules have been dra wn up and implemented govern ing the app oint ment of sen i or official s ||| Hin sichtlich der Be stellung h och rang iger Be am ter wurden neue Vorschriften e ra r bei tet und um gesetzt
The number of dep art ments has been redu ced ||| Die An zahl der Dienst stellen wurde ver ring ert
The Commission, in my opinion, has sh own a clear and un p re ced ent ed commitment to change and for this they are to be congratul ated ||| Mein er Ansicht nach hat die Kommission ein eindeutig es und bei sp iell os es St re ben nach Veränder ungen dem on st r iert, und dazu sollte sie beg lück w ün sch t werden
The over all aim of the reform s must be to create a strong , hon est European public administration equ i pp ed to carry out its tas ks in an effective and effic ient man ner ; an administration in which official s are provided with the means to carry out their tas ks and are held fully account able at all level s ; an administration that recogn ises and re wards m er it and encoura g es official s to develop their full potential ||| Vor rang ig es Ziel der Re formen muß die Schaffung einer st ar ken und auf r ichtigen öffentlichen Verwal tung für Europa sein, die ihre Aufgaben in wirksam er und eff i zi ent er Weise wahr n imm t ; einer Verwal tung , in der die Bed ien ste ten mit den für ihre Tätigkeit notwend igen Mittel n ausge stat tet werden und auf allen Eben en für ihre Hand lungen rech en schaft sp f lich tig sind ; einer Verwal tung , die L eist ungen an er ken nt und h on or iert und ihre Bed ien ste ten erm u tig t, ihr ganz es L eist ungs ver m ö gen einzu bring en
In order to achieve this, action is required in four areas ||| Damit dies erreich t werden kann, sind Maßnahmen auf vier Gebie ten erforder lich
First , financial management and control within the Commission must be impro ved ||| Zunächst müssen Finanz ver wal tung und Finanz kontrolle in der Kommission verbess ert werden
One of the main problems is the lack of a function ing system of financial control ||| Ein es der Haupt pro blem e ist das F eh len eines funktion ier enden Finanz kon troll s ystem s
The Commission' s D G s must be made fully responsible for their own exp end it ure , including financial control ||| Die Gener ald ir e ktion en der Kommission müssen für ihre Aus gab en voll ver antwort lich gemacht werden, dazu gehör t auch die Finanz kontrolle
A new independent a ud it system service must be set up ||| Es muß ein neu es, unabhäng ig es Finanz kon troll s ystem eing er ich tet werden
D G s must p ub lish their own ann ual account s so as to en able a clear i d enti fication of problem areas and set ann ual t ar get s for redu cing fraud and ir reg ular ities ||| Die Gener ald ir e ktion en sollten ihre j ähr lichen Rech nungs ab sch lü sse ver ö ffent lich en, damit Problem bereich e klar er er mittel t und j ähr liche Ziele für die Ver ring erung von Bet rü ger ei en und Un re gel mäß igkeiten vorge geben werden können
In ret urn for this greater de g ree of a ut on om y, man ag ers must be made fully and person ally responsible for their actions ||| Im Gegen zug für dieses h öh ere Maß an Aut on om ie müssen die Man ag er die v olle p ers ön liche Verantwortung für ihre Hand lungs weise über nehmen
It is clear that the tr an sition to such a new system will take time ||| N atürlich brauch t der Über gang zu einem solchen neuen System seine Zeit
Ch ang es to the Fin an cial Reg ul ation will be required and Parliament must have its say on those changes ||| Die Haushalts ordnung wird über ar bei tet werden müssen, und das Parlament wird dabei ein W ör t chen mit z ur e den haben
But while the Commission must ensure that it respect s the Treaty and the Fin an cial Reg ul ation in the tr an sition al ph ase , this must not be an ex cu se for in er ti a ||| D aß die Kommission sicher stellen muß, daß sie in der Über gang sp h as e den Vertrag und die Haushalts ordnung ein hä l t, darf keine Ent sch ul dig ung für S ti ll stand sein
U r g ent change is required today ||| H eute sind um gehen de Veränder ungen gef rag t
Second , the fight against fraud , m ism an age ment and ne p o tis m must be strengthen ed, first ly by creating a culture in which they cannot th ri ve ||| Zweitens muß ein verst är kt er K am pf gegen Bet ru g , Miß wirtschaft und V ett ern wirtschaft ge führt werden, zu all er erst durch die Schaffung einer Verwaltungs k ultur , in deren Rahmen sie sich nicht ent f alten können
This requ i res a clear example to be set by Commission ers and sen i or sta ff as well as ad equ ate training and second ly, by re in for cing the existing m ech an is ms for deal ing with fraud ||| Hier für müssen die Kommissionsmitglie der und l eit enden Be am ten ein deutlich es Beispiel setz en. Da zu gehör en auch angem essen e W eiter bild ungs maßnah men sowie die St ärk ung der vor hand en en M ech an is men zur Bet ru g s be kämpfung
OLAF , the Commission ag ency set up ear li er this year must be pla ced under the dire ction of an independent European public pro secutor whose job will be to prep are for pro sec ution by national criminal cour t s, criminal off ences comm itted against the financial interests of the Union by Members and official s of the European institutions ||| Das von der Kommission in diesem Jahr g eg ründ e te O L A F sollte unter die Leit ung eines unabhäng igen Europäischen Staats an wal ts gestellt werden, der die Aufgabe haben soll te, die Stra f ver folg ung durch die nationalen Gerichts inst anz en vorzu ber eiten und gegen von Mitglieder n und Bed ien ste ten der europäischen Organ e zum Nach teil der finanziellen Interessen der Union ver ü b te Stra ft aten vorzu gehen
A proposal can be made , a proposal should be made , on the basis of Article 2 8 0 of the Treat y, by the m id d le of this year ||| B is zur Jahres mit te kann und sollte ein Vorschlag auf der Grundlage von Artikel 2 8 0 des Vertrags vor gelegt werden
Th ird , standards in European public life must be up he ld ||| D rit tens sollten die Nor men im öffentlichen Leben in Europa auf recht er halten werden
The political crisis which l ed to the down f all of the Commission ear li er this year clearly demonstr ated the need for un am b ig u ous and en for ce able rules of con du ct ||| Die politische K r is e, die zum Sch eit ern der Kommission im L au fe dieses Jahres führ te, z eig te deutlich die Notwendigkeit un z wei deu tig er und durch setz bar er Ver halten s re gel n
A number of cod es have since been introdu ced ||| S eit her wurde eine Rei he von Ko d iz es einge führt
They must be assess ed by Parliament and should be made leg ally b ind ing ||| Das Parlament muß sie be wer ten, und sie sollten Rechts k raft er halten
The European institutions should follow the example of a number of countries, most not ably the United K ing d om , and ins tit ute a committee for standards in public life , with a m and ate to give adv ice on prof ession al e th ic s and rules of con du ct in the European institutions ||| Die Organ e der Gemeinschaft sollten dem Beispiel einer Rei he von Ländern ( in s besondere dem Vereinigten Kön ig reich ) folgen und einen Ausschuß für Nor men im öffentlichen Leben mit einem M and at für Empfeh lungen zu Ber uf s et h ik und Ver halten s re gel n in den europäischen Organ en ein setz en
Wh ist le -b low ers who act in good fa ith must be prot ect ed ||| Inform ant en, die in gute m G lau ben handel n, müssen gesch ütz t werden
At the end of last year Mr K in n ock ann oun ced new measures for the protection of wh ist le -b low ers. They must be implemented without delay ||| Ende vergangenen Jahres k ünd ig te Herr K inn ock neue Maßnahmen zum Schutz von Inform ant en an, diese sollten un ver züglich um gesetzt werden
Al though such measures can never be an al tern ative for good management , they must be an es c a pe val ve when something goes wr ong ||| Auch wenn solche Maßnahmen nie mals eine Alt ern ativ e zu einer funktion ier enden Verwal tung sein können, sollten sie dann , wenn etwas sch ie f ge lau fen ist, als N ot ven ti l ben utz t werden können
C ru ci ally, reform s must not be limited to the Commission ||| Ent scheiden d ist, daß die Re formen nicht auf die Kommission be schrä n kt blei ben
Parliament must consider itself the need for improve ments to its internal rul es, administ ra tive proced ures and management prac tic es ||| Das Parlament selbst sollte ebenfalls die Notwendigkeit von Verbess er ungen seiner inter nen Re gelung en, Verwaltungs verfahren und Man ag ement p rakti ken in Er wä gung zie hen
Finally, the Commission' s human resour ce policy must be modern is ed. It is clearly no longer su ited to the requirements of a modern , mul tin ational organ isation ||| Sch ließ lich muß die Politik der Kommission im Bereich der H um an r ess our cen m o der nis iert werden, da sie nicht mehr den Er forder nissen einer m o der n en, m ult in ationalen Or ganis ation ent sp richt
The social dialogue has often act ed as a b ra ke on reform and its over h a ul is long over d ue ||| Der soziale Di alog hat hä uf ig als Reform b rem se ge wirk t, und seine Über arbeit ung ist l äng st über fä llig
A care er with the European institutions must become more att ra ctive ||| Eine L auf b ah n bei den europäischen Institutionen sollte a t t rakti ver werden
To o many y oun g , new official s are le a ving their jobs after just a few years ||| Zu viele neue Be am te geben ihre Ste llen schon nach wen igen Jahren auf . L eist ung sollte an erk annt und b el oh nt werden
M er it must be recogn ised and re ward ed, specific s k ill s training should be a s ine qu a non for prom o tion to a high er g ra de ||| Die Aus bild ung zum Er wer b spe zi f ischer Fä h igkeiten sollte un ab ding bare Vorauss etzung für eine Bef örderung in eine h öh ere L auf b ah n sein
The prom o tions procedure must be made fa ir er and more transpar ent ||| Das Bef örder ungs verfahren sollte f a ir er und t ranspar ent er gest al tet werden
L ast but not least the pay and benefit s p ack age must be review ed ||| Und schließlich sollte das Bes ol d ungs - und L eist ungs p ak et über p rü ft werden
It must become more flex ible and more responsible to l ab our market conditions ||| Es muß f lex i bl er werden und sich stärker an den Bedingungen des Arbeits markt es o rien tieren
It must be r id of some of its more out d ated ele ments ; and it must deal with the leg iti m ate concerns of the general public who cannot understand why European civil serv ants should be pa id an exp at ri ation allow ance inde f in ite ly in a Europe of open border s, or pay a level of tax es that is often well be low that of Member States ||| Es muß von einigen e her über hol ten E l em en ten bef reit werden, und es sollte die ber ech tig ten Interessen der Öffentlichkeit w idersp ie gel n, der es un verständlich ist, wes halb europäischen Be am ten auf D auer eine Aus land s zu lage ge z ah lt werden soll te, ob wohl wir doch in einem Europa der offen en Grenz en l eb en, oder sie einen Ste u ers atz zahl en, der oft mals weit unter den S ätz en der Mitgliedstaaten liegt
Commissioner K in n ock will , tomorrow , present his communication on reform ||| Kommissionsmitglie d K inn ock wird morgen seine Mitteilung zur Reform vor stellen
This communication must contain a clear tim et able ||| Diese Mitteilung sollte einen klar en Zeit plan ent halten
With a new Commission and a new Parliament up and run ning the moment um for reform is now as strong as it ever has been and prob ably ever will be ||| Ang es ichts einer neuen Kommission und eines neuen Parlaments ist die T rie b k raft für Re formen so stark wie e h und j e, ja sogar noch stärker
En l arge ment of the Union is just a few years away ||| Die Erweiterung der Union findet in wen igen Jahren statt
N ow is the time for Europe to put its own h ouse in order ; to ins til in its institutions - as the independent exper ts might have said - a sense of responsibility ||| J etzt ist es für die Organ e Europas an der Zeit , ihr Haus in Or d nung zu bring en und - so hät ten es wohl die unabhäng igen Sach verständ igen be zeichnet - ein M indest m aß an Verantwort ungs be w uß ts ein zu entwickel n
In J un e of last year Europe 's v ot ers g ave a clear sign al that they are f ed up with end less st or ies about m ism an age ment and ne p o tis m ||| Die europäischen W ä hl er haben im J un i letzten Jahres klar s ig n alis iert, daß sie von den end lo sen Gesch ichten um Miß wirtschaft und V ett ern wirtschaft gen ug haben
There is a very simp le way to deal with those st or ies. Let us get r id of m ism an age ment and ne p o tis m ||| Es gibt eine ganz einfach e Möglichkeit , damit um zu gehen : Sch affen wir Miß wirtschaft und V ett ern wirtschaft ab
Mr President, I do not want to be mis u nder st o od - I s in c ere ly hope this does not happen - and I should therefore like to start by saying that I am , of course, in favour of comb ating fraud and firm ly support the appropriate , necessary reform s ||| Herr Präsident! Um nicht m iß ver stand en zu werden - was ich doch sehr hoff e -, möchte ich vor aussch ick en, daß ich selbst verständlich für die Bet ru g s be kämpfung bin und die ge eig ne ten und notwend igen Re formen nach drück lich unterstütz e
This is not a st ra ight for ward issue and call s for a much more w ide - r ang ing analysis , but I shall restric t myself to ra ising only a few point s, in order to make people more aware , if possible , of what we are talking about ||| Es h andelt sich um ein Thema , das nicht einfach ist und noch weiter vert ie ft werden soll te. Ich will lediglich einige Punkte hervor h eb en, auch um , wenn möglich , bewuß t zu machen, w or um es eigentlich geht
All the exper ts can provide information and new s, form ul ate opinion s and give adv ice , but, they have no political or ele ctive responsibility , and right ly so ||| A lle Sach verständ igen können Aus k ünf te geben und Mit teil ungen machen, sie können Stand p unkte vert reten und Rat sch lä ge er teil en, aber sie tragen zu Recht keine politische Verantwortung und keine Verantwortung gegenüber den W ä hl ern
I never thel ess believe that poli ti ci ans should look into what can be g le an ed from an exper t report and what cannot be taken en m as se in a spirit which, on some occasion s, I have f el t in the past and still feel to be s el f- d est ru ctive ||| Die Politik er h ing egen sollten p rüf en, welche Schluß fol ger ungen sich aus einem Sach verständ igen ber icht zie hen lass en, ohne daß ins ges amt eine H altung eing en ommen werden darf , die mir in einigen S itu ationen bis jetzt als Selbst schä dig ung er sch ien
I believe - and I shall only p ick up on a few ide as - that Parliament al one , and no one else , can ex er t an inf lu ence over its Member s. If this were not the case, the European Parliament' s authority and represent a tiveness would be serious ly under min ed in the coming years, and this institution would not move forward , as it should ||| Mein es Erachtens - ich g rei fe nur einige Punkte auf - kann all ein dieses Parlament und s on st nie m and Ein f luß auf die Mitglieder des Parlaments n ehmen und auf sie ein wirk en, weil a ndern falls Aut or ität und Re prä s ent ativ ität des Europäischen Parlaments in den nächsten Jahren in erheb lich em Maß e unter gra ben wür den und diese Institution nicht vor an schreit en würde , wie es h ing egen der Fall sein sollte
It is just as important for no - one to be able to or have to ref use the European Parliament or its comm itt ees any document ation ||| Eben so kann und darf meiner Meinung nach nie m and dem Europäischen Parlament und seinen Aussch ü ssen B el eg m ater i al ver wei gern
Members of Parliament must pos s ess the qu al ities of mor ality , dis cip line and disc re tion over de leg ated issues inn ately, and these certainly cannot be imp osed on them by any one else ||| M or al , D is zip lin sowie Vertrau lichkeit bei Angelegenheit en, die über tragen worden sind, müssen den Mitglieder n dieses Parlaments eigen sein und dürfen selbst verständlich von nie m and em vorge sch rie ben werden
I would point out that there is no European legal system , but that a different legal system ex ists in each Member State ||| Ich möchte darauf hin weisen, daß es keine europäische Justiz gibt, sondern eine Justiz , die sich von Mitgliedstaat zu Mitgliedstaat unter scheid et
We run the risk of de leg ating issues relating to the same off ences which will then be p un ish ed in different way s ||| Wir l au fen Gefahr , Angelegenheit en für gleich e Stra ft aten zu über t ragen, die dann jedoch unter schied lich ge ah nd et werden
I agree that an inves tig ation system should be introdu c ed, but I am also absolutely conv in ced that we must recogn ise the right to equal respect for di gn ity and, in any case, the equal need for the right to a def ence ||| Ich bin mit der Ein richtung eines Er mitt lung ssystem s ein ver stand en, bin aber zu gleich der t ie fen Über zeu g ung, daß dem Recht auf Vert ei dig ung der gleich e Ste llen wer t und in jed em Fall die gleich e Notwendigkeit zu erk annt werden müssen
I am opp osed to European Community official s being acc us ed of criminal act s at the d ro p of a h at : wh ist le -b low ing is a m eth od that has no place in the third m ill en n ium ||| Ich bin nicht der Mein ung, daß EU- B e am te ganz einfach und l eicht k rimin alis iert werden dür fen. D en un zi ationen sind eine nicht mehr ins 3 . Jahr t aus end gehör ende P ra x is
In conclusion , Mr President, Parliament must introdu ce a principle of democracy : we must implement reform s which allow Parliament to grow and exp and its power s, not go into re ver se ||| Mein er Auffassung nach muß also von diesem Parlament ein Grundsatz der Demokratie ausge hen : Es sind Re formen durch zu führ en, durch welche die Bef ug nisse des Europäischen Parlaments größ er und er weiter t und nicht etw a ver ring ert werden
This debate on the van H ult en report b r ings to a close one of the most tra um atic period s for the European institutions since their cre ation in 1 9 5 7 ||| Diese Debatte über den Bericht v an H ul ten schließ t eine der t raum ati sch sten L eg is l atur per io den für die europäischen Institutionen seit deren Gründ ung im Jahre 1 9 5 7 ab
The ref us al of the European Parliament to grant discharge and the defin i tive ref us al for the 199 6 budget ; the motion of c ens ure tabled in this House a year ag o for differ ing reason s ; and the first report of the Committee of Ind epend ent E x per ts on the reform of the Commission which l ed to the m ass res ign ation of the Commission itself , are now part of European f ol k l ore ||| Die W ei ger ung des Europäischen Parlament s, Ent last ung zu er teil en und die Ent last ungs ver wei ger ung für den Haus halt 199 6 , der Miß t rau ens ant rag in diesem Haus e vor einem Jahr , der aus verschiedenen Gründ en gestellt wurde, sowie der erste Bericht des Ausschusses Un abhäng iger Sach verständ iger zur Reform ierung der Kommission, der zum Rück t ritt der gesamten Kommission führ te, gehör en nun der europäischen Vergangenheit an
Th ose of us involved in these hist or ic event s are well aware that n one of the up he a val would have been caus ed had we not act ed with parliament ary power to press for changes in the way in which the Commission oper ated ||| Die jen igen unter uns , die Z eu gen jen er h ist or ischen Er eig nisse war en, sind sich wohl be w uß t, daß diese Um wä l z ungen nicht statt ge f unden hät ten, wenn wir nicht unsere p ar la ment ar ische M acht gen utz t und Veränder ungen der Hand lungs weise der Kommission einge forder t hät ten
R e me mber that the Council of Minister s, abs ent again this even ing from our debate , approved the 1997 discharge - not the 199 6 - on the very day the Commission itself res ign ed on 15 Mar ch ||| D en ken Sie daran , daß der Minister ra t, bei der Debatte am heu tigen A ben d aber mals ab w es end , die Ent last ung für 1997 - nicht für 199 6 - an jen em 15 . M är z er teil te, als die Kommission selbst zurück t ra t
N ow we come to the second report of the Committee of Ind epend ent E x per ts which we already had the opportunity to welcome and brief ly debate last S ep t ember ||| Komm en wir nun zum zw eiten Bericht des Ausschusses Un abhäng iger Sach verständ iger , über den zu d ebat tieren wir im vergangenen Se p te m ber schon kurz Gelegenheit hat ten
Our gre ates t concern in the E P P is to ensure that public confidence in the European Commission is rest ore d ||| Uns in der P P E ist vor allem daran gel egen sicher zu stellen, daß das Vertrauen der Öffentlichkeit in die Europäische Kommission wieder her ge stellt wird
F urther step s to build a strong Europe will be to no avail if the European pe op les per ce ive that there is no ad equ ate system of democratic account ability for over - z e al ous official s ||| Wenn die V ölk er Europas erk enn en, daß wir für über ei fri ge Be am te über kein ge eig net es System demokrati scher Rech en schaft sp f lich t verfü gen, werden weitere Sch ritte zum Auf bau eines st ar ken Europa ver geb lich sein
U nder no circ um stan ces will we conc ed e ground which we have w on over the past few month s, which we believe to be in the interests of open ness and transparency ||| Unter keinen Um ständ en werden wir den in den vergangenen Mon aten gew on nen en B o den wieder her geb en, denn das d i ent unserer Ansicht nach der O ffen heit und Transparenz
We are therefore concerned to see the f l ur ry of Commission ann oun ce ments in recent wee ks by Commissioner K in n ock sugg es ting policy proposals of various kind s to be put in a White Paper short ly ||| Mit Bes org nis n ehmen wir daher zur Kennt nis , mit welch er H ek tik Kommissionsmitglie d K inn ock in den vergangenen Woch en bekannt gab , daß die Kommission p lan e, in K ür ze verschieden e Vorschläge für politische Maßnahmen in einem Weißbuch er schein en zu l assen
Wh ile con ve ying a des ire to proceed r ap id ly, it also gi ves the imp ression that the Commission is in trans m ission rather than list ening mod e ||| Damit wird zwar das Bed ür f nis nach schnell em Handel n ver mittel t, jedoch l äß t das auch den E ind ruck auf komm en, daß sich die Kommission e her im S ende - als im Empf ang s m od us befind et
Our concern is strengthen ed if the r um our report ed a few day s ag o is true - namely that the Commission want s to limit sever e ly the access of Parliament to information ||| Uns ere Bes org nis wird t ie f er, sollte sich das vor einigen T agen aufge kommen e Ger ü cht bew ahr heit en, daß nämlich die Kommission be ab s ich tige , den Zu gang des Parlaments zu Inform ationen d ra st isch zu be schn ei den
This was , after all, one of the caus es of the down f all of the last Commission ||| Sch ließ lich war dies doch einer der Gründ e für den N ie der gang der letzten Kommission
Ha ve the less ons not been le arn t ? ||| S ind denn da ra us keine L ehr en ge zogen worden ?
The know ledge that the framework relations between the European Parliament and the European Commission still remain to be negoti ated l ed to our dis ag ree ment with the rapporteur when we deb ated his report in committee ||| Das W issen um die Tatsach e, daß die Rahmen bezieh ungen zwischen dem Europäischen Parlament und der Europäischen Kommission noch immer zur Verhand lung steh en, führ te dazu , daß wir uns mit dem Berichterstatter in der Ausschuß de b at te über seinen Bericht nicht ein ver stand en erk lä ren kon nten
We could , in no way , agree with his view that it would be de me an ing for Parliament to set out detail ed instru ctions as to what we want ed the Commission to take up in its reform p ack age ||| Wir kon nten seiner Ansicht kein es weg s zu stimm en, daß es für das Parlament ent wür digen d sei , genau e An weis ungen fest zu legen, was die Kommission unserer Meinung nach in ihr Reform p ak et auf nehmen sollte
The less precise , Mr van H ult en, we are in our resolution s, the more ro om it gi ves the Commission and your form er colleagues in the Council to do what they like ||| Doch je ung en auer wir unsere Entschließ ungen for m ul ieren, Herr v an H ult en, d est o mehr Freiheit er halten die Kommission und Ihre frü h eren Kollegen im Rat , das zu tun , was sie wollen
We believe the v ast number of recommend ations of the W ise M en ' s report should be implemented ||| Uns er er Über zeu gung nach sollte n ah e zu je de Empfeh lung aus dem Bericht der W ei sen um gesetzt werden
We have , as the E P P - E D group , sub mitted all the recommend ations of the W ise M en ' s report in committee and many of them have now been put into the report, entire ly chang ing the nature of the van H ult en report in committee ||| Als P P E - D E haben wir all die Empfeh lungen des Berichts der W ei sen im Ausschuß eing er eich t, wo von viele nun in den Bericht auf genommen wur den, wo durch der C ha ra kt er des Berichts v an H ul ten im Ausschuß völlig ver änder t worden ist
We have res ub mitted a few amendments which fe ll in committee , in particular , our des ire to see the cod es of con du ct rev ised specifically to include the reference to m er it and man ag eri al cap ac ity which you, Commissioner, ac cep ted - when we had our hear ings last S ep t ember - should be included in these cod es of con du ct , particularly when consider ing app oint ments and prom o tion ||| Ein ige der Änderungsanträge , die im Ausschuß durchge fall en sind, haben wir hier noch mals eing eb rach t. Ins besondere ist es unser An lie gen, die Ver halten s re gel n konk ret da h ing eh end zu über arbeit en, daß der Ver weis auf L eist ung und Verwaltungs k omp e ten z darin Ber ücks ichtig ung find en sollte - was Sie, Herr Kommissar vergangenen Se p te m ber während unserer An h ör ungen akzep tiert hat ten -, insbesondere wenn Er nen n ungen und Bef örder ungen an steh en
L o ok ing to the future , we know that we are at the begin ning of a long process of continu ing reform in the European Commission ||| Bei einem B l ick in die Zukunft wird uns bewuß t, daß wir am An fang eines lang wier igen Pro z ess es kon t in u ier licher Re formen in der Europäischen Kommission stehen
We want in particular to see the hard - work ing and high ly compe t ent n orm for Commission official s ac know led ged in the outside world - a rep ut ation that has been d ark en ed by the in app ro pri ate con du ct of a few individual s ||| Wir wollen ins b esonder e, daß die Außen welt an er ken nt , daß der Kommission n or mal er weise f lei ß ige und h och qu ali fiz ierte Be am te ang ehör en, deren Ans ehen durch das un ang em essen e Ver halten ein iger weniger be sch m utz t worden ist
Commissioner, you will be aware from your pres ence in the last Commission why the crisis occ ur red ||| Herr Kommissar, Ihnen wird aufgrund Ihrer Mitglied schaft in der vor igen Kommission bewuß t sein, war um es zu dieser K r is e ge kommen ist
In a n ut s he ll : there were programmes being run for which there were ins u fficient sta ff resources available ||| Um es auf den Punkt zu bring en : Es wurden Programme durchge führ t, für die nur ein un z ur eich en der Mit arbeit erst ab zur Verfügung st and
We urge you to take the opportunity to establish the real sta ff ing needs of the Commission based on the essential activities for which it is responsible ||| Wir er s u chen Sie dring end , die Ch an c e zu n utzen und den re alen Person al be d arf zu er mittel n, den die Kommission auf der Grundlage der wichtig sten Ak tiv itä ten, für die sie ver antwort lich ist, ben ö tig t
Our position was made very clear on this top ic in the 2000 budget ||| Uns ere Ansicht zu diesem Thema wurde im Haus halt 2000 ganz klar vert reten
We will be v ig il ant over the next five years to ensure the reform s now being suggest ed are fully implemented and will support efforts made to modern ise institutions ||| In den kommen den fünf Jahren werden wir sehr genau hin s ehen, um sicher zu stellen, daß die jetzt vorgeschlagen en Re formen voll ständ ig durchge führt werden, und wir werden alle Bem üh ungen zur Mo der nis ierung der Organ e unterstützen
But , equ ally, we will not h es it ate to with d ra w our support finan cially or other wise should step s be taken which do not cor res pon d to the open ness prom ised by Commission President R om an o Prodi prior to his n om in ation ||| Doch gleichzeitig werden wir nicht z ö g ern, unsere finanzie lle oder s on sti ge Unterstützung zurück zu zieh en, wenn Sch ritte unter n ommen werden soll ten, die der von Kommissionspräsiden t R om an o Prodi vor seiner N om in ierung zu ges ag ten Transparenz zu w ider lau fen sollten
Let us hope that we can avoid institution al up he a val s by having an on go ing dialogue which ass um es from the out se t that Parliament will be an equal partn er in decid ing the out come of Commission reform ||| W oll en wir hoff en, daß wir einen Auf ru hr in den Institutionen verm ei den können, indem wir einen fort ges etz ten Di alog führ en, bei dem das Parlament bei den Entscheidungen über den Aus gang der Reform der Kommission von An fang an als gleich wer tig er Partner bet rachte t wird
Mr President, I must start by ap olog ising that I cannot be ne ar ly as dra m atic as Mr E ll es in my present ation ||| Herr Präsident, zunächst sollte ich um Nach sicht dafür bit ten, daß mein Beitrag nicht an n ä her nd so d ra m ati sch wie jen er von Herrn E ll es sein wird
C an I first thank Mr van H ult en for this report ||| Lassen Sie mich vor ab Herrn v an H ul ten für diesen Bericht dan ken
It is an excellent report ||| Er ist ganz hervor ragen d
It would have been wr ong for Parliament to have put in w il ly n il ly every single recommend ation that ca me from an ex tern al bod y because Parliament should have its own opinion on these issues ||| Das Parlament hät te schl echt daran getan , au t om ati sch je de einzel ne von einem ex ter nen G rem ien st ammen de Empfeh lung zu berücksichtig en, denn das Parlament sollte zu diesen D ingen eine eigen e Meinung vert reten
It is right for us to have a focus ed report which is what Mr van H ult en has produ ced ||| Es ist gut für uns , einen Bericht zu haben, der auf den Punkt komm t, denn genau dies ist Herrn H ul ten gel ungen
